id,Name
1369,S . Basil
1370,Boẽthius
1371,Freitagius
1372,Wolsfium
1373,Herigone
1374,Manichæi
1375,Suaretz
1376,Fleischer
1377,Cassiopeæ
1378,Crellius
1379,Toto
1380,S . Gregorius
1381,Helmont
1382,D . Augnstini
1383,Brahæus
1384,Judæ
1385,Chambers
1386,Aversa
1387,M . Tullius
1388,Sextus
1389,Didacus Masius
1390,Budæus
1391,Hartnaccus
1392,Lutetiæ
1393,Philaretus
1394,D . Ambrosius
1395,Casus
1396,Marcell
1397,Den
1398,Athanasium
1399,Libertus Fromondus
1400,Scharff
1401,Leopoldo
1402,Willisii
1403,Iehova
1404,Dn . Scharsius
1405,Acist
1406,Hoffmanni
1407,Aquilo
1408,Ioannes Maior
1409,Lichetus
1410,Diogenem Laẽrtium
1411,Boylaus
1412,Ptolemeus
1413,Rachel
1414,Hookio
1415,Iulia
1416,CHRISTVM
1417,Arisot
1418,Heraclides
1419,Kirchius
1420,Milesius
1421,Juvenalis
1422,M . DE BUFFON
1423,Hauksbejus
1424,Molyneux
1425,Scipio
1426,Bouguer
1427,Hobbesius
1428,Ludovicus Vives
1429,Secundus
1430,Cæsius
1431,Arill
1432,Porphynus
1433,Valerianus
1434,P . Poncius
1435,Suaret
1436,Diogene Laertio
1437,Tolctus
1438,Pertus
1439,Julianæ
1440,Bradley
1441,Rutsus
1442,Vejaran
1443,Lullius
1444,Auerr
1445,Caramuel
1446,Angelicus Doctor
1447,Porretanus
1448,Cardin
1449,Friderici
1450,Disamis
1451,Cremoninus
1452,Stetini
1453,Antonio Andrea
1454,Laërt
1455,Caroli V
1456,Cartesil
1457,M . Huguens
1458,Gods
1459,Wallisius
1460,S . Ambros
1461,Hollmannus
1462,Thomas Campanella
1463,Josuæ
1464,Arisstot
1465,Albertus de Saxonia
1466,Malebranchii
1467,Ptolomaeus
1468,Olympiodorus
1469,Seraphicus
1470,Del
1471,Aphrodis
1472,Thummigii
1473,Raynaudus
1474,M . DE Luc
1475,Iudæ
1476,Theodori
1477,Damase
1478,Helenæ
1479,Burlæus
1480,Aulus Gellius
1481,Vigerius
1482,Gassendistæ
1483,Smising
1484,Persius
1485,Eigo
1486,Zimaræ
1487,Synesius
1488,Joach
1489,S . Hieron
1490,P . Renz
1491,Hipparque
1492,Apollinaris
1493,MAGELLAN
1494,Plut
1495,Petrui
1496,Anaxarchus
1497,Georg . Ragus
1498,Henricus Regius
1499,Fr . Piccol
1500,Hyparchus
1501,Philoophus
1502,Censorinus
1503,D . de la Hire
1504,Deusest
1505,Jeremiæ
1506,Michaẽl
1507,Parkerus
1508,Ludovici XIV
1509,Anistot
1510,Olaus
1511,Huetium
1512,Boëtio
1513,Pompejo
1514,Phædro
1515,RICHMANN
1516,Wallerius
1517,Complut
1518,Jehovæ
1519,Wardi
1520,Gaslendus
1521,Mullerus
1522,Albategnium
1523,Harduini
1524,Buccaferreus
1525,Xenophontis
1526,Datisi
1527,Caroli Magni
1528,Steno
1529,Galeous
1530,Isracl
1531,Hartmannum
1532,Scheuzerus
1533,Buchananus
1534,BOSSUT
1535,Iongius
1536,Weidlerus
1537,Arcesilas
1538,Par
1539,Robervallius
1540,Car
1541,Valesium
1542,Heraclius
1543,Saurinus
1544,Ariston
1545,Girtutis
1546,Magus
1547,Beccaria
1548,Boscovichiana
1549,Syllogisinus
1550,Thomisis
1551,Arietis
1552,Dodt
1553,Chrilti
1554,Nabuchodonosor
1555,Gregorio XIII
1556,Alexander Magnus
1557,Renod
1558,Andr . Laurentius
1559,Pison
1560,Vvillisius
1561,Nicephorus
1562,Wolfianum
1563,Gregorius Ariminensis
1564,Pocta
1565,Morus
1566,Kechermannus
1567,Desiderium
1568,Bernhardus Morisanus
1569,Piso
1570,Bannez
1571,Caillius
1572,VVicleffi
1573,S . Anselmus
1574,Clemens
1575,Pauus
1576,Milone
1577,Renati Des - Cartes
1578,Occam
1579,Imperator
1580,Ulysses
1581,Polo
1582,S . Chrysostomus
1583,Aristotelismum
1584,Paulò
1585,Hesperus
1586,B . Virginis
1587,Rothmannus
1588,Auteolus
1589,Krazenstein
1590,Cbristi
1591,Cleanthes
1592,Euelidem
1593,Lambertus Danæus
1594,Panlus
1595,Picus
1596,Procopius
1597,Becmannus
1598,Eisenschmidius
1599,Man
1600,Watts
1601,Buridanus
1602,Isay
1603,Zanardus
1604,Franklinus
1605,Apollodorus
1606,Glarean
1607,Septuaginta
1608,Godoy
1609,S . Bonaventura
1610,Argentina
1611,Donatus
1612,Servius
1613,Ferre
1614,Roemeri
1615,Jordanus Brunus
1616,Pacius
1617,Israel
1618,Chamæleontem
1619,Dominic
1620,Socratica
1621,Divum Paulum
1622,Molinæus
1623,Vlysses
1624,Chauvini
1625,Mercurium
1626,Alber
1627,Stanleius
1628,Zabarclla
1629,Cox
1630,GEORGIO
1631,Suarer
1632,Andreas Laurentius
1633,Ortiæ
1634,S . Benedicti
1635,Theon
1636,Plilos
1637,Ptolemai
1638,Atticum
1639,Pctrus
1640,Soncinnas
1641,Conimb
1642,D . Gregorius
1643,Junius
1644,Auerrhoes
1645,Viro
1646,Sperl
1647,Seleucus
